Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date
1848,122,5,UI Enhancement,3,2025-01-17
1849,129,1,Design Review,1,2025-01-18
1850,120,4,Design Review,3,2025-03-18
1851,173,2,Feature Development,8,2025-01-26
1852,49,2,Performance Testing,7,2025-02-28
1853,180,4,Database Optimization,10,2025-02-10
1854,30,1,Security Patching,9,2025-03-04
1855,14,2,Code Review,2,2025-02-14
1856,137,3,Feature Development,8,2025-03-13
1857,188,3,Database Optimization,12,2025-01-26
1858,181,3,Bug Fixing,11,2025-02-18
1859,126,4,Design Review,5,2025-02-26
1860,88,5,Testing,5,2025-03-01
1861,13,2,Database Optimization,8,2025-01-24
1862,167,4,Database Optimization,3,2025-02-01
1863,8,5,Testing,5,2025-02-20
1864,183,4,Code Review,6,2025-03-22
1865,76,2,Meeting,2,2025-03-19
1866,8,2,Testing,3,2025-02-27
1867,7,5,Performance Testing,6,2025-03-13
1868,76,4,Meeting,12,2025-02-19
1869,71,3,UI Enhancement,7,2025-02-03
1870,184,3,UI Enhancement,7,2025-01-19
1871,34,3,Bug Fixing,2,2025-03-01
1872,20,3,Bug Fixing,1,2025-02-12
1873,152,2,Meeting,7,2025-01-10
1874,150,4,Database Optimization,3,2025-01-12
1875,159,5,Performance Testing,8,2025-01-08
1876,62,4,Feature Development,4,2025-02-07
1877,49,2,Security Patching,3,2025-01-24
1878,26,1,Performance Testing,4,2025-01-20
1879,159,2,Design Review,1,2025-01-27
1880,8,4,Meeting,8,2025-02-11
1881,11,2,UI Enhancement,4,2025-03-18
1882,73,1,Meeting,10,2025-03-09
1883,103,5,Meeting,8,2025-03-02
1884,127,1,UI Enhancement,5,2025-01-05
1885,198,1,UI Enhancement,10,2025-01-27
1886,131,3,Database Optimization,1,2025-02-27
1887,132,4,Design Review,6,2025-01-24
1888,200,3,Design Review,6,2025-03-14
1889,193,1,Code Review,1,2025-02-27
1890,19,1,Performance Testing,2,2025-02-11
1891,98,4,Feature Development,9,2025-03-16
1892,196,1,Code Review,10,2025-03-17
1893,118,1,Meeting,10,2025-03-19
1894,144,3,Testing,8,2025-03-07
1895,113,2,Feature Development,3,2025-03-23
1896,182,5,Design Review,10,2025-03-02
1897,104,4,Feature Development,9,2025-02-21
1898,138,4,Bug Fixing,9,2025-03-23
1899,132,5,Bug Fixing,2,2025-02-18
1900,120,3,Meeting,1,2025-01-25
1901,137,1,Meeting,9,2025-03-12
1902,39,4,Bug Fixing,3,2025-02-25
1903,61,4,Meeting,7,2025-03-26
1904,176,3,Bug Fixing,2,2025-01-18
1905,9,2,Database Optimization,2,2025-03-03
1906,186,3,Bug Fixing,3,2025-02-01
1907,65,4,Database Optimization,4,2025-02-27
1908,84,3,Meeting,6,2025-01-28
1909,17,1,Testing,8,2025-02-16
1910,148,1,Security Patching,12,2025-01-01
1911,58,4,Database Optimization,9,2025-02-07
1912,105,2,Meeting,10,2025-03-21
1913,96,1,Bug Fixing,7,2025-01-06
1914,169,3,Performance Testing,10,2025-03-03
1915,111,4,Security Patching,7,2025-01-26
1916,194,1,Bug Fixing,4,2025-03-18
1917,63,3,Database Optimization,5,2025-02-02
1918,112,1,Design Review,3,2025-02-10
1919,140,3,Performance Testing,1,2025-03-03
1920,177,2,Database Optimization,2,2025-02-19
1921,36,1,Testing,6,2025-02-18
1922,53,3,Security Patching,5,2025-01-20
1923,8,2,UI Enhancement,2,2025-02-28
1924,88,3,Security Patching,12,2025-01-16
1925,142,4,Testing,2,2025-02-18
1926,53,5,Bug Fixing,7,2025-03-08
1927,156,1,Database Optimization,2,2025-01-16
1928,23,5,Security Patching,3,2025-03-23
1929,158,5,Feature Development,10,2025-03-08
1930,9,5,UI Enhancement,9,2025-02-13
1931,44,4,Meeting,4,2025-02-01
1932,55,5,Database Optimization,1,2025-02-17
1933,11,5,Security Patching,5,2025-02-27
1934,172,3,Performance Testing,10,2025-03-05
1935,196,5,UI Enhancement,2,2025-01-05
1936,116,5,Bug Fixing,9,2025-03-23
1937,162,3,UI Enhancement,4,2025-03-12
1938,7,4,Security Patching,10,2025-01-27
1939,158,3,Bug Fixing,12,2025-02-16
1940,157,5,Feature Development,5,2025-02-04
1941,195,1,UI Enhancement,7,2025-02-15
1942,58,3,Feature Development,8,2025-03-20
1943,93,5,Design Review,9,2025-02-08
1944,185,5,Code Review,11,2025-03-26
1945,139,3,Testing,11,2025-02-12
1946,44,1,Code Review,4,2025-01-31
1947,73,1,Performance Testing,3,2025-02-16
1948,152,4,Bug Fixing,9,2025-01-05
1949,5,3,Performance Testing,7,2025-01-19
1950,92,5,Feature Development,1,2025-01-01
1951,128,5,Performance Testing,2,2025-01-12
1952,101,4,Feature Development,11,2025-02-23
1953,194,3,Feature Development,4,2025-02-22
1954,166,2,UI Enhancement,10,2025-02-24
1955,109,4,Design Review,3,2025-03-02
1956,88,2,Database Optimization,4,2025-03-22
1957,100,2,Database Optimization,10,2025-02-03
1958,194,2,Meeting,1,2025-02-19
1959,47,1,Database Optimization,7,2025-01-23
1960,118,4,Code Review,7,2025-01-09
1961,126,5,UI Enhancement,1,2025-01-08
1962,20,5,UI Enhancement,4,2025-01-31
1963,124,1,Code Review,8,2025-01-11
1964,11,1,UI Enhancement,8,2025-01-22
1965,110,4,Testing,7,2025-01-12
1966,63,1,Bug Fixing,11,2025-02-19
1967,104,5,Meeting,9,2025-02-02
1968,189,2,Meeting,5,2025-02-03
1969,198,4,Bug Fixing,1,2025-03-01
1970,164,4,Performance Testing,12,2025-03-01
1971,71,2,Bug Fixing,12,2025-02-01
1972,167,2,Meeting,3,2025-03-26
1973,65,2,Code Review,10,2025-03-01
1974,93,4,UI Enhancement,10,2025-02-20
1975,100,4,Security Patching,3,2025-03-11
1976,37,2,UI Enhancement,12,2025-01-03
1977,139,2,Database Optimization,10,2025-01-09
1978,127,2,Security Patching,9,2025-03-15
1979,133,4,Design Review,9,2025-02-28
1980,106,1,Bug Fixing,3,2025-02-14
1981,193,2,Code Review,11,2025-02-21
1982,93,5,Meeting,7,2025-01-28
1983,160,3,UI Enhancement,10,2025-03-06
1984,118,2,Code Review,4,2025-03-08
1985,38,2,UI Enhancement,10,2025-02-15
1986,123,5,Database Optimization,6,2025-03-05
1987,160,5,Design Review,7,2025-01-22
1988,95,3,Performance Testing,8,2025-03-11
1989,86,2,Database Optimization,6,2025-02-11
1990,25,4,Testing,11,2025-03-02
1991,109,4,Testing,2,2025-01-07
1992,93,5,Feature Development,3,2025-02-23
1993,65,3,UI Enhancement,4,2025-01-02
1994,33,2,Code Review,5,2025-03-27
1995,171,3,Security Patching,2,2025-03-15
1996,31,2,Security Patching,9,2025-01-04
1997,137,5,Feature Development,2,2025-01-02
1998,111,5,Code Review,12,2025-02-22
1999,168,3,Database Optimization,8,2025-02-16
2000,115,4,Testing,7,2025-03-27
2001,91,4,Bug Fixing,1,2025-01-15
2002,7,1,Performance Testing,2,2025-01-26
2003,192,3,Design Review,12,2025-02-13
2004,33,2,Meeting,7,2025-02-01
2005,114,4,UI Enhancement,5,2025-02-01
2006,3,2,Bug Fixing,10,2025-02-24
2007,118,4,Meeting,8,2025-01-29
2008,39,3,Design Review,9,2025-03-16
2009,145,3,Design Review,12,2025-01-06
2010,55,4,Security Patching,3,2025-03-21
2011,9,5,Performance Testing,6,2025-02-04
2012,176,5,Performance Testing,3,2025-01-27
2013,66,3,Feature Development,6,2025-02-02
2014,106,2,Bug Fixing,5,2025-03-04
2015,179,2,UI Enhancement,10,2025-02-28
2016,167,3,Testing,6,2025-01-02
2017,45,5,Performance Testing,2,2025-03-14
2018,27,1,Bug Fixing,12,2025-02-10
2019,47,3,Security Patching,2,2025-01-23
2020,86,5,Database Optimization,12,2025-02-24
2021,109,2,Feature Development,1,2025-03-05
2022,46,4,Bug Fixing,11,2025-03-08
2023,65,4,UI Enhancement,1,2025-01-09
2024,100,3,Performance Testing,1,2025-01-16
2025,186,1,Bug Fixing,12,2025-01-27
2026,167,3,Feature Development,8,2025-02-11
2027,161,1,Meeting,7,2025-03-20
2028,22,4,Database Optimization,11,2025-01-31
2029,48,2,UI Enhancement,9,2025-03-22
2030,35,1,Design Review,10,2025-03-10
2031,56,2,Design Review,12,2025-01-25
2032,177,3,Feature Development,4,2025-01-24
2033,15,3,UI Enhancement,8,2025-03-14
2034,13,5,Code Review,10,2025-02-26
2035,72,3,Feature Development,10,2025-02-04
2036,2,4,Code Review,5,2025-03-10
2037,158,1,Bug Fixing,1,2025-03-12
2038,106,3,Code Review,1,2025-02-14
2039,150,1,Code Review,11,2025-01-23
2040,54,4,Database Optimization,7,2025-02-01
2041,100,3,Bug Fixing,1,2025-01-17
2042,183,2,Performance Testing,3,2025-01-10
2043,137,5,Testing,5,2025-01-17
2044,114,4,Bug Fixing,6,2025-02-25
2045,99,3,Bug Fixing,3,2025-03-26
2046,137,1,Performance Testing,4,2025-02-07
2047,70,1,Feature Development,6,2025-03-19
2048,180,3,UI Enhancement,8,2025-03-12
2049,100,1,Database Optimization,5,2025-02-06
2050,97,5,Security Patching,10,2025-01-17
2051,71,2,Security Patching,4,2025-01-23
2052,51,2,Performance Testing,3,2025-02-17
2053,166,2,Design Review,4,2025-02-27
2054,99,4,Feature Development,12,2025-02-18
2055,159,3,UI Enhancement,10,2025-01-05
2056,21,3,Meeting,7,2025-02-09
2057,56,2,Database Optimization,4,2025-01-23
2058,8,5,Design Review,2,2025-03-16
2059,119,3,Code Review,8,2025-03-13
2060,162,5,Code Review,3,2025-03-05
2061,83,1,Design Review,12,2025-03-26
2062,125,2,Feature Development,6,2025-02-07
2063,147,2,UI Enhancement,4,2025-03-06
2064,97,3,Security Patching,9,2025-01-26
2065,34,5,Feature Development,7,2025-02-10
2066,35,3,Code Review,7,2025-03-09
2067,11,2,Meeting,4,2025-03-25
2068,1,3,Design Review,9,2025-01-17
2069,181,2,Meeting,7,2025-03-17
2070,47,2,Meeting,2,2025-02-06
2071,189,2,Testing,3,2025-01-23
2072,82,5,Bug Fixing,5,2025-01-30
2073,63,1,Testing,5,2025-03-25
2074,61,4,Performance Testing,4,2025-02-17
2075,17,5,Design Review,11,2025-01-19
2076,84,5,Meeting,10,2025-03-12
2077,6,2,Meeting,9,2025-01-25
2078,70,4,Database Optimization,11,2025-01-30
2079,36,2,Design Review,11,2025-02-25
2080,35,3,Design Review,5,2025-03-16
2081,82,1,Security Patching,8,2025-03-13
2082,185,2,Security Patching,7,2025-03-19
2083,102,3,Meeting,3,2025-02-25
2084,158,4,Design Review,9,2025-03-27
2085,49,2,Database Optimization,2,2025-01-17
2086,96,1,Bug Fixing,11,2025-03-03
2087,15,2,Meeting,10,2025-01-02
2088,39,5,Testing,4,2025-03-12
2089,94,4,UI Enhancement,7,2025-01-08
2090,101,3,Meeting,5,2025-01-08
2091,147,2,Feature Development,7,2025-03-24
2092,51,1,Security Patching,3,2025-03-13
2093,175,3,Testing,9,2025-03-20
2094,66,1,Design Review,7,2025-02-17
2095,147,2,UI Enhancement,1,2025-01-30
2096,109,4,Bug Fixing,4,2025-02-23
2097,111,5,Testing,1,2025-01-07
2098,174,5,Database Optimization,8,2025-03-19
2099,40,4,Meeting,4,2025-01-23
2100,47,5,Feature Development,1,2025-03-20
2101,60,2,Testing,12,2025-03-06
2102,86,5,Bug Fixing,1,2025-03-14
2103,33,2,Code Review,5,2025-03-19
2104,27,3,Database Optimization,9,2025-01-04
2105,62,2,Testing,1,2025-03-22
2106,59,1,Meeting,12,2025-03-07
2107,11,4,Security Patching,2,2025-02-21
2108,153,5,Code Review,12,2025-02-11
2109,67,3,Security Patching,4,2025-01-01
2110,146,1,Design Review,12,2025-02-17
2111,101,4,Database Optimization,1,2025-03-19
2112,199,5,Bug Fixing,5,2025-03-18
2113,27,5,Database Optimization,12,2025-01-16
2114,108,4,UI Enhancement,12,2025-01-03
2115,114,3,Design Review,1,2025-02-25
2116,97,3,Database Optimization,7,2025-01-02
2117,118,2,Database Optimization,8,2025-02-28
2118,172,2,Meeting,5,2025-01-17
2119,64,1,Bug Fixing,8,2025-02-10
2120,75,5,Database Optimization,2,2025-01-29
2121,110,3,Security Patching,8,2025-01-16
2122,39,1,UI Enhancement,8,2025-03-18
2123,16,5,Meeting,11,2025-02-16
2124,122,4,Feature Development,7,2025-03-08
2125,132,2,Bug Fixing,12,2025-03-02
2126,71,1,Security Patching,6,2025-03-02
2127,66,2,UI Enhancement,1,2025-01-27
2128,31,3,UI Enhancement,11,2025-01-07
2129,84,2,Performance Testing,8,2025-03-25
2130,174,5,Bug Fixing,10,2025-02-21
2131,135,2,Testing,12,2025-01-17
2132,154,5,Security Patching,11,2025-01-16
2133,14,3,Performance Testing,4,2025-02-07
2134,2,1,Code Review,7,2025-02-22
2135,132,2,Code Review,4,2025-02-23
2136,158,1,Security Patching,12,2025-02-01
2137,92,2,Design Review,10,2025-02-13
2138,134,3,Testing,8,2025-03-23
2139,102,4,Performance Testing,2,2025-02-09
2140,143,4,Bug Fixing,11,2025-01-10
2141,183,2,Testing,1,2025-01-06
2142,41,2,Design Review,3,2025-02-03
2143,5,2,UI Enhancement,11,2025-03-20
2144,57,5,Feature Development,6,2025-02-18
2145,22,1,Feature Development,3,2025-02-07
2146,61,4,Database Optimization,12,2025-02-04
2147,9,5,Database Optimization,1,2025-01-15
2148,148,3,Database Optimization,9,2025-02-11
2149,3,5,Database Optimization,5,2025-01-15
2150,12,5,Testing,8,2025-01-15
2151,25,3,Security Patching,12,2025-01-08
2152,52,3,Meeting,12,2025-01-28
2153,161,5,Code Review,11,2025-01-19
2154,64,1,Database Optimization,6,2025-02-15
2155,39,4,Meeting,5,2025-03-03
2156,117,3,Feature Development,2,2025-01-23
2157,147,1,Code Review,3,2025-03-14
2158,41,3,Security Patching,4,2025-01-15
2159,111,3,Code Review,1,2025-01-23
2160,109,5,UI Enhancement,1,2025-02-05
2161,164,4,Design Review,12,2025-01-28
2162,73,3,Design Review,3,2025-03-06
2163,9,1,Testing,6,2025-03-07
2164,110,4,Security Patching,2,2025-02-14
2165,146,1,Meeting,7,2025-03-22
2166,147,3,Bug Fixing,4,2025-03-13
2167,29,1,Code Review,1,2025-01-25
2168,184,3,UI Enhancement,6,2025-01-23
2169,135,5,Meeting,1,2025-01-27
2170,145,3,Meeting,12,2025-03-17
2171,43,5,Code Review,11,2025-01-16
2172,170,5,Performance Testing,12,2025-03-05
2173,17,1,Testing,12,2025-02-06
2174,135,3,Meeting,11,2025-01-19
2175,49,5,UI Enhancement,6,2025-02-10
2176,1,4,Database Optimization,8,2025-02-01
2177,175,1,Design Review,4,2025-01-25
2178,149,2,UI Enhancement,1,2025-01-01
2179,143,5,Feature Development,6,2025-02-06
2180,140,5,Code Review,11,2025-02-27
2181,74,2,Bug Fixing,4,2025-03-18
2182,181,4,Security Patching,4,2025-02-21
2183,159,5,UI Enhancement,8,2025-03-16
2184,60,3,Testing,8,2025-02-24
2185,96,3,Feature Development,8,2025-03-04
2186,135,5,Meeting,7,2025-03-03
2187,8,2,Feature Development,5,2025-03-25
2188,147,1,Meeting,11,2025-02-23
2189,158,5,Code Review,8,2025-03-08
2190,11,1,Testing,11,2025-01-08
2191,196,4,Bug Fixing,7,2025-01-17
2192,175,5,Meeting,9,2025-03-26
2193,198,1,Database Optimization,7,2025-03-26
2194,137,2,UI Enhancement,8,2025-02-27
2195,80,2,Code Review,1,2025-03-17
2196,109,3,Code Review,2,2025-03-04
2197,76,4,Database Optimization,2,2025-02-07
2198,44,4,Performance Testing,1,2025-02-21
2199,61,2,UI Enhancement,6,2025-03-24
2200,124,4,Meeting,5,2025-01-10
2201,108,3,Database Optimization,2,2025-02-07
2202,175,3,UI Enhancement,12,2025-03-03
2203,63,5,Design Review,10,2025-01-24
2204,123,5,Testing,7,2025-01-27
2205,78,2,Feature Development,1,2025-02-19
2206,176,2,Testing,2,2025-02-03
2207,76,2,Feature Development,11,2025-01-27
2208,18,5,Feature Development,3,2025-01-17
2209,104,1,Security Patching,5,2025-01-31
2210,51,5,Code Review,1,2025-02-15
2211,158,1,Database Optimization,5,2025-03-01
2212,139,3,Bug Fixing,5,2025-01-18
2213,144,3,Testing,8,2025-01-25
2214,72,4,UI Enhancement,8,2025-02-08
2215,53,3,UI Enhancement,4,2025-03-04
2216,139,1,Testing,1,2025-01-11
2217,102,2,Meeting,10,2025-03-11
2218,122,3,Bug Fixing,4,2025-03-19
2219,126,4,Design Review,3,2025-01-23
2220,25,3,Performance Testing,11,2025-01-20
2221,190,5,UI Enhancement,5,2025-03-18
2222,41,2,Design Review,8,2025-03-24
2223,6,2,Security Patching,10,2025-02-12
2224,56,5,Database Optimization,1,2025-01-09
2225,196,4,Design Review,1,2025-01-10
2226,166,4,Testing,12,2025-03-07
2227,6,4,Security Patching,7,2025-02-06
2228,117,1,Database Optimization,6,2025-01-27
2229,98,3,Bug Fixing,1,2025-02-04
2230,36,4,Bug Fixing,4,2025-03-10
2231,161,1,UI Enhancement,8,2025-02-21
2232,36,3,Meeting,2,2025-02-06
2233,110,1,Design Review,8,2025-01-14
2234,117,2,UI Enhancement,8,2025-02-15
2235,171,4,Testing,9,2025-03-23
2236,120,3,Testing,7,2025-03-03
2237,91,1,Database Optimization,9,2025-02-13
2238,39,1,Code Review,7,2025-01-22
2239,40,3,Design Review,9,2025-03-20
2240,192,4,Meeting,3,2025-03-04
2241,153,4,Feature Development,5,2025-03-12
2242,45,2,Testing,3,2025-01-24
2243,165,5,Security Patching,10,2025-01-25
2244,20,5,Feature Development,11,2025-02-13
2245,193,2,Code Review,5,2025-03-17
2246,8,2,Testing,5,2025-03-05
2247,5,5,Database Optimization,3,2025-02-02
2248,54,5,UI Enhancement,9,2025-02-22
2249,122,3,Performance Testing,12,2025-03-15
2250,188,3,Design Review,8,2025-01-20
2251,40,5,Design Review,5,2025-02-22
2252,31,3,Testing,1,2025-01-10
2253,174,4,Security Patching,11,2025-01-08
2254,38,3,Security Patching,11,2025-02-24
2255,131,5,Meeting,7,2025-02-13
2256,40,4,Feature Development,6,2025-03-07
2257,78,3,Design Review,8,2025-01-15
2258,126,2,Performance Testing,3,2025-02-20
2259,21,4,Security Patching,8,2025-03-08
2260,174,5,UI Enhancement,2,2025-01-20
2261,77,1,Database Optimization,10,2025-01-16
2262,24,5,Design Review,6,2025-01-26
2263,116,4,Bug Fixing,7,2025-01-06
2264,81,5,Security Patching,7,2025-02-28
2265,21,2,Performance Testing,12,2025-02-01
2266,163,2,Bug Fixing,2,2025-01-23
2267,143,2,Testing,6,2025-01-17
2268,164,2,Database Optimization,2,2025-01-30
2269,149,3,Performance Testing,7,2025-03-16
2270,120,5,UI Enhancement,5,2025-02-07
2271,126,3,Code Review,7,2025-02-05
2272,105,2,Feature Development,9,2025-01-20
2273,162,5,Design Review,4,2025-02-20
2274,102,4,Bug Fixing,2,2025-02-27
2275,46,5,UI Enhancement,6,2025-03-04
2276,102,2,Testing,1,2025-01-08
2277,54,5,Bug Fixing,6,2025-01-22
2278,25,5,Bug Fixing,5,2025-03-03
2279,100,3,Meeting,5,2025-03-19
2280,91,1,UI Enhancement,3,2025-02-17
2281,145,5,Meeting,8,2025-01-18
2282,12,5,Testing,4,2025-03-10
2283,21,2,Feature Development,10,2025-01-01
2284,66,1,Bug Fixing,6,2025-03-14
2285,179,3,Feature Development,6,2025-01-25
2286,118,1,Testing,12,2025-02-04
2287,158,2,Performance Testing,2,2025-02-22
2288,92,3,Feature Development,7,2025-01-20
2289,199,2,Database Optimization,9,2025-01-12
2290,185,5,Performance Testing,8,2025-03-20
2291,79,1,Bug Fixing,4,2025-01-19
2292,91,4,UI Enhancement,9,2025-01-05
2293,180,3,Security Patching,7,2025-03-23
2294,143,5,Security Patching,8,2025-03-05
2295,63,1,Meeting,7,2025-02-09
2296,56,3,Performance Testing,8,2025-01-10
2297,185,2,Design Review,4,2025-03-19
2298,130,5,Performance Testing,3,2025-01-28
2299,116,3,Bug Fixing,7,2025-02-19
2300,142,1,Feature Development,5,2025-01-23
2301,184,5,Feature Development,9,2025-01-02
2302,55,4,Testing,7,2025-01-22
2303,1,1,Database Optimization,3,2025-03-09
2304,199,1,Code Review,3,2025-02-18
2305,105,5,Performance Testing,3,2025-02-06
2306,97,5,Testing,3,2025-01-21
2307,154,1,Code Review,8,2025-01-24
2308,106,1,Bug Fixing,3,2025-03-09
2309,64,5,Bug Fixing,10,2025-02-07
2310,142,3,Database Optimization,6,2025-02-16
2311,18,2,Security Patching,8,2025-02-05
2312,55,1,Bug Fixing,8,2025-02-17
2313,78,4,Performance Testing,2,2025-03-11
2314,167,5,Database Optimization,7,2025-01-06
2315,192,3,Code Review,5,2025-02-16
2316,178,2,Testing,6,2025-03-12
2317,167,5,Testing,8,2025-02-16
2318,189,2,UI Enhancement,4,2025-02-03
2319,176,2,Feature Development,3,2025-03-25
2320,117,4,Code Review,4,2025-02-06
2321,56,5,UI Enhancement,9,2025-02-05
2322,183,3,Design Review,6,2025-03-01
2323,168,3,Bug Fixing,10,2025-01-20
2324,196,4,Meeting,8,2025-02-28
2325,186,4,Code Review,7,2025-02-16
2326,78,5,Bug Fixing,11,2025-02-27
2327,67,3,Feature Development,5,2025-01-24
2328,119,3,Meeting,1,2025-03-17
2329,138,3,Bug Fixing,10,2025-01-15
2330,191,2,Security Patching,12,2025-01-04
2331,136,5,Testing,5,2025-01-20
2332,146,4,Database Optimization,1,2025-01-02
2333,5,4,Testing,2,2025-03-07
2334,139,1,Bug Fixing,3,2025-01-10
2335,23,5,Testing,8,2025-01-02
2336,37,3,Testing,9,2025-03-28
2337,17,1,Design Review,2,2025-01-04
2338,138,5,Design Review,2,2025-03-28
2339,161,1,Code Review,7,2025-03-14
2340,23,1,Testing,10,2025-01-03
2341,121,5,Code Review,4,2025-01-01
2342,156,4,Feature Development,3,2025-01-28
2343,53,2,Performance Testing,9,2025-02-17
2344,124,3,Design Review,11,2025-01-05
2345,25,3,Testing,11,2025-03-27
2346,37,3,Bug Fixing,5,2025-03-24
2347,17,3,Code Review,9,2025-02-22
2348,9,2,Testing,2,2025-02-07
2349,151,4,Database Optimization,2,2025-02-04
2350,64,4,Performance Testing,1,2025-02-09
2351,59,3,Code Review,5,2025-02-22
2352,2,2,Code Review,12,2025-01-08
2353,26,5,Security Patching,3,2025-02-22
2354,126,1,Bug Fixing,12,2025-01-26
2355,109,1,Testing,10,2025-02-23
2356,70,5,Testing,9,2025-02-05
2357,28,2,Security Patching,12,2025-02-14
2358,28,1,Bug Fixing,4,2025-02-18
2359,56,3,Meeting,6,2025-01-03
2360,122,3,Performance Testing,11,2025-02-06
2361,194,2,Code Review,11,2025-01-13
2362,116,2,Testing,1,2025-03-27
2363,106,4,Code Review,1,2025-01-20
2364,131,5,Design Review,8,2025-02-10
2365,63,4,Feature Development,9,2025-02-27
2366,150,4,Database Optimization,8,2025-03-01
2367,130,5,Design Review,7,2025-03-13
2368,125,4,Design Review,3,2025-01-07
2369,121,4,Feature Development,7,2025-03-08
2370,101,4,Database Optimization,9,2025-02-03
2371,55,2,Testing,2,2025-02-13
2372,69,1,Code Review,5,2025-02-08
2373,127,3,Security Patching,1,2025-02-02
2374,62,1,Security Patching,2,2025-01-10
2375,46,5,Testing,4,2025-01-02
2376,104,3,Meeting,10,2025-03-20
2377,21,3,Design Review,3,2025-03-21
2378,185,2,Performance Testing,2,2025-03-25
2379,81,2,Performance Testing,7,2025-03-15
2380,80,5,Performance Testing,12,2025-01-10
2381,88,5,Code Review,4,2025-01-08
2382,137,4,Code Review,1,2025-02-27
2383,173,1,Design Review,6,2025-01-03
2384,144,2,Security Patching,4,2025-02-02
2385,157,5,Security Patching,7,2025-02-08
2386,105,3,Code Review,9,2025-02-08
2387,151,3,Bug Fixing,2,2025-02-14
2388,64,1,Security Patching,9,2025-01-09
2389,74,3,Feature Development,11,2025-01-31
2390,20,1,Security Patching,12,2025-02-15
2391,146,1,Database Optimization,8,2025-02-01
2392,113,3,Performance Testing,12,2025-02-27
2393,55,1,Security Patching,9,2025-02-12
2394,188,4,Design Review,12,2025-01-01
2395,40,3,UI Enhancement,3,2025-02-03
